nation,condition,year,sex,asdr,Unnamed: 5
Scotland,chd,1977,Female,414.4078,
Scotland,chd,1979,Female,374.4843,
Scotland,chd,1981,Female,373.7039,
Scotland,chd,1983,Female,363.7723,
Scotland,chd,1985,Female,378.2321,
Scotland,chd,1987,Female,365.9164,
Scotland,chd,1989,Female,359.5985,
Scotland,chd,1991,Female,331.0862,
Scotland,chd,1993,Female,331.0834,
Scotland,chd,1994,Female,297.6061004270529,
Scotland,chd,1995,Female,291.14182555632175,
Scotland,chd,1996,Female,277.97095510175944,
Scotland,chd,1997,Female,272.2848333600588,
Scotland,chd,1998,Female,256.666710242913,
Scotland,chd,1999,Female,251.94975085216612,
Scotland,chd,2000,Female,233.7784785091728,
Scotland,chd,2001,Female,223.5299525053463,
Scotland,chd,2002,Female,216.87740242543802,
Scotland,chd,2003,Female,207.01583956365658,
Scotland,chd,2004,Female,194.79181918531793,
Scotland,chd,2005,Female,182.56239030504628,
Scotland,chd,2006,Female,170.3250055021046,
Scotland,chd,2007,Female,155.41815608560063,
Scotland,chd,2008,Female,151.28961520769292,
Scotland,chd,2009,Female,137.95866101649148,
Scotland,chd,2010,Female,130.36903676501598,
Scotland,chd,2011,Female,119.82993536044457,
Scotland,chd,2012,Female,116.2676859058702,
Scotland,chd,2013,Female,108.67408337575415,
Scotland,chd,2014,Female,99.52330596775944,
Scotland,chd,2015,Female,102.32209074945804,
Scotland,chd,2016,Female,94.32786740800168,
Scotland,chd,2017,Female,90.11532975185908,
Scotland,chd,2018,Female,86.92222927672492,
Scotland,chd,2019,Female,83.37046553186852,
Scotland,stroke,1969,Male,399.6352,
Scotland,stroke,1971,Male,382.5358,
Scotland,stroke,1973,Male,392.0252,
Scotland,stroke,1975,Male,364.4899,
Scotland,stroke,1977,Male,316.7888,
Scotland,stroke,1979,Male,334.7032,
Scotland,stroke,1981,Male,307.96,
Scotland,stroke,1983,Male,272.3455,
Scotland,stroke,1985,Male,272.4539,
Scotland,stroke,1987,Male,254.6223,
Scotland,stroke,1989,Male,253.1537,
Scotland,stroke,1991,Male,231.8217,
Scotland,stroke,1993,Male,240.6499,
Scotland,stroke,1994,Male,221.76143411160314,
Scotland,stroke,1995,Male,218.37190101531678,
Scotland,stroke,1996,Male,206.13464066480063,
Scotland,stroke,1997,Male,202.6983691570862,
Scotland,stroke,1998,Male,190.31858380696076,
Scotland,stroke,1999,Male,188.4377831998254,
Scotland,stroke,2000,Male,188.11979881798663,
Scotland,stroke,2001,Male,179.0235598397794,
Scotland,stroke,2002,Male,175.90514700591066,
Scotland,stroke,2003,Male,175.14584125356114,
Scotland,stroke,2004,Male,165.03233056164848,
Scotland,stroke,2005,Male,147.0223189712644,
Scotland,stroke,2006,Male,137.8199141619704,
Scotland,stroke,2007,Male,135.76741119938382,
Scotland,stroke,2008,Male,131.46524411669492,
Scotland,stroke,2009,Male,116.78886502082158,
Scotland,stroke,2010,Male,114.70728924475621,
Scotland,stroke,2011,Male,104.31331722037423,
Scotland,stroke,2012,Male,96.47003350233082,
Scotland,stroke,2013,Male,99.45534236450044,
Scotland,stroke,2014,Male,87.98532939278711,
Scotland,stroke,2015,Male,92.09975609167682,
Scotland,stroke,2016,Male,88.67939557009588,
Scotland,stroke,2017,Male,81.11958037260756,
Scotland,stroke,2018,Male,79.7022721047533,
Scotland,stroke,2019,Male,70.47573917537127,
Scotland,stroke,1969,Female,373.2867,
Scotland,stroke,1971,Female,345.6575,
Scotland,stroke,1973,Female,346.4069,
Scotland,stroke,1975,Female,322.5587,
Scotland,stroke,1977,Female,281.8821,
Scotland,stroke,1979,Female,298.2561,
Scotland,stroke,1981,Female,273.1819,
Scotland,stroke,1983,Female,255.0089,
Scotland,stroke,1985,Female,239.7634,
Scotland,stroke,1987,Female,229.0782,
Scotland,stroke,1989,Female,227.7886,
Scotland,stroke,1991,Female,211.498,
Scotland,stroke,1993,Female,221.6462,
Scotland,stroke,1994,Female,207.5961744274449,
Scotland,stroke,1995,Female,205.95056163861275,
Scotland,stroke,1996,Female,183.4651833224579,
Scotland,stroke,1997,Female,178.56744861673616,
Scotland,stroke,1998,Female,176.87511162189855,
Scotland,stroke,1999,Female,174.12903360922718,
Scotland,stroke,2000,Female,170.20491780681851,
Scotland,stroke,2001,Female,164.82176239207104,
Scotland,stroke,2002,Female,168.8113333264513,
Scotland,stroke,2003,Female,160.79090307682722,
Scotland,stroke,2004,Female,151.0597657900551,
Scotland,stroke,2005,Female,142.00765799010952,
Scotland,stroke,2006,Female,129.84526152965773,
Scotland,stroke,2007,Female,125.20909849772978,
Scotland,stroke,2008,Female,125.35740305919319,
Scotland,stroke,2009,Female,115.56327052675981,
Scotland,stroke,2010,Female,104.74592079188345,
Scotland,stroke,2011,Female,101.17623369899441,
Scotland,stroke,2012,Female,98.3354940487856,
Scotland,stroke,2013,Female,93.49461991161752,
Scotland,stroke,2014,Female,85.92247525006309,
Scotland,stroke,2015,Female,87.81861422684136,
Scotland,stroke,2016,Female,81.59645916150296,
Scotland,stroke,2017,Female,77.05218517295638,
Scotland,stroke,2018,Female,72.91699274839637,
Scotland,stroke,2019,Female,72.93612272703211,
United Kingdom,all_cvd,1969,Male,1281.33,
United Kingdom,all_cvd,1971,Male,1243.039,
United Kingdom,all_cvd,1973,Male,1245.286,
United Kingdom,all_cvd,1975,Male,1208.082,
United Kingdom,all_cvd,1977,Male,1144.708,
United Kingdom,all_cvd,1979,Male,1152.453,
United Kingdom,all_cvd,1981,Male,1072.028,
United Kingdom,all_cvd,1983,Male,1032.347,
United Kingdom,all_cvd,1985,Male,1014.001,
United Kingdom,all_cvd,1987,Male,933.3807,
United Kingdom,all_cvd,1989,Male,889.7076,
United Kingdom,all_cvd,1991,Male,853.4993,
United Kingdom,all_cvd,1993,Male,824.1526,
United Kingdom,all_cvd,1994,Male,764.062675924285,
United Kingdom,all_cvd,1995,Male,753.1978130576658,
United Kingdom,all_cvd,1996,Male,737.2328707937718,
United Kingdom,all_cvd,1997,Male,700.7363507878267,
United Kingdom,all_cvd,1998,Male,678.6695717372093,
United Kingdom,all_cvd,1999,Male,654.0448585386081,
United Kingdom,all_cvd,2000,Male,614.9168787717558,
United Kingdom,all_cvd,2001,Male,622.9103184478165,
United Kingdom,all_cvd,2002,Male,609.7261535952489,
United Kingdom,all_cvd,2003,Male,587.7769362653802,
United Kingdom,all_cvd,2004,Male,544.0085874542851,
United Kingdom,all_cvd,2005,Male,515.5038689907648,
United Kingdom,all_cvd,2006,Male,482.5937991223112,
United Kingdom,all_cvd,2007,Male,463.56643257325067,
United Kingdom,all_cvd,2008,Male,449.93934966793773,
United Kingdom,all_cvd,2009,Male,419.6599945278253,
United Kingdom,all_cvd,2010,Male,409.0994221776804,
United Kingdom,all_cvd,2011,Male,373.1010610907334,
United Kingdom,all_cvd,2012,Male,366.5774612362971,
United Kingdom,all_cvd,2013,Male,361.8513217482268,
United Kingdom,all_cvd,2014,Male,346.1618120417644,
United Kingdom,all_cvd,2015,Male,350.08900544701055,
United Kingdom,all_cvd,2016,Male,334.59857031324424,
United Kingdom,all_cvd,2017,Male,330.3191457515281,
United Kingdom,all_cvd,2018,Male,323.9043145096399,
United Kingdom,all_cvd,2019,Male,311.7617666906434,
United Kingdom,all_cvd,1969,Female,888.8349,
United Kingdom,all_cvd,1971,Female,839.5088,
United Kingdom,all_cvd,1973,Female,844.8082,
United Kingdom,all_cvd,1975,Female,803.4622,
United Kingdom,all_cvd,1977,Female,760.3115,
United Kingdom,all_cvd,1979,Female,753.2733,
United Kingdom,all_cvd,1981,Female,695.4315,
United Kingdom,all_cvd,1983,Female,664.4509,
United Kingdom,all_cvd,1985,Female,656.1572,
United Kingdom,all_cvd,1987,Female,599.9681,
United Kingdom,all_cvd,1989,Female,578.3533,
United Kingdom,all_cvd,1991,Female,554.0121,
United Kingdom,all_cvd,1993,Female,536.872,
United Kingdom,all_cvd,1994,Female,499.25403622968423,
United Kingdom,all_cvd,1995,Female,491.4397977864243,
United Kingdom,all_cvd,1996,Female,481.0522114972897,
United Kingdom,all_cvd,1997,Female,461.36711279955847,
United Kingdom,all_cvd,1998,Female,451.6341136861055,
United Kingdom,all_cvd,1999,Female,434.2153213304034,
United Kingdom,all_cvd,2000,Female,406.7413122467123,
United Kingdom,all_cvd,2001,Female,415.46530957398414,
United Kingdom,all_cvd,2002,Female,409.35011277323724,
United Kingdom,all_cvd,2003,Female,400.48743686508243,
United Kingdom,all_cvd,2004,Female,369.85736285325333,
United Kingdom,all_cvd,2005,Female,350.772003203224,
United Kingdom,all_cvd,2006,Female,328.2118235216561,
United Kingdom,all_cvd,2007,Female,316.5193864368172,
United Kingdom,all_cvd,2008,Female,311.43316131113204,
United Kingdom,all_cvd,2009,Female,288.8643404194563,
United Kingdom,all_cvd,2010,Female,278.23359420180986,
United Kingdom,all_cvd,2011,Female,257.0561747771123,
United Kingdom,all_cvd,2012,Female,255.68989812068813,
United Kingdom,all_cvd,2013,Female,247.17441525521022,
United Kingdom,all_cvd,2014,Female,234.44911194722417,
United Kingdom,all_cvd,2015,Female,240.6785298814126,
United Kingdom,all_cvd,2016,Female,227.27721744890812,
United Kingdom,all_cvd,2017,Female,224.3962695130466,
United Kingdom,all_cvd,2018,Female,217.29672734074165,
United Kingdom,all_cvd,2019,Female,208.02904905851926,
United Kingdom,chd,1969,Male,,
United Kingdom,chd,1971,Male,-,
United Kingdom,chd,1973,Male,-,
United Kingdom,chd,1975,Male,668.061,
United Kingdom,chd,1977,Male,660.2544,
United Kingdom,chd,1979,Male,647.3536,
United Kingdom,chd,1981,Male,626.4244,
United Kingdom,chd,1983,Male,620.072,
United Kingdom,chd,1985,Male,624.4901,
United Kingdom,chd,1987,Male,581.4552,
United Kingdom,chd,1989,Male,552.0411,
United Kingdom,chd,1991,Male,532.2753,
United Kingdom,chd,1993,Male,510.4049,
United Kingdom,chd,1994,Male,468.76987146073185,
United Kingdom,chd,1995,Male,457.7261039817151,
United Kingdom,chd,1996,Male,442.22783115240514,
United Kingdom,chd,1997,Male,417.06686794509767,
United Kingdom,chd,1998,Male,402.2701410306877,
United Kingdom,chd,1999,Male,383.39081353553235,
United Kingdom,chd,2000,Male,360.5428553665619,
United Kingdom,chd,2001,Male,348.2862320960053,
United Kingdom,chd,2002,Male,334.99682650192403,
United Kingdom,chd,2003,Male,320.87457471555086,
United Kingdom,chd,2004,Male,297.01066374910175,
United Kingdom,chd,2005,Male,279.67534537133145,
United Kingdom,chd,2006,Male,257.098321767009,
United Kingdom,chd,2007,Male,246.3072138599489,
United Kingdom,chd,2008,Male,233.30414469262448,
United Kingdom,chd,2009,Male,217.07485516779798,
United Kingdom,chd,2010,Male,209.4649130426948,
United Kingdom,chd,2011,Male,189.09390554684583,
United Kingdom,chd,2012,Male,183.188535978058,
United Kingdom,chd,2013,Male,179.51898799397358,
United Kingdom,chd,2014,Male,167.0876207008238,
United Kingdom,chd,2015,Male,166.26100046681012,
United Kingdom,chd,2016,Male,154.82390137984822,
United Kingdom,chd,2017,Male,153.88048254542235,
United Kingdom,chd,2018,Male,147.93238717046668,
United Kingdom,chd,2019,Male,142.71413829732793,
United Kingdom,chd,1969,Female,,
United Kingdom,chd,1971,Female,-,
United Kingdom,chd,1973,Female,-,
United Kingdom,chd,1975,Female,336.7069,
United Kingdom,chd,1977,Female,333.4825,
United Kingdom,chd,1979,Female,314.0835,
United Kingdom,chd,1981,Female,309.6079,
United Kingdom,chd,1983,Female,305.4008,
United Kingdom,chd,1985,Female,316.2794,
United Kingdom,chd,1987,Female,295.1458,
United Kingdom,chd,1989,Female,287.4909,
United Kingdom,chd,1991,Female,280.0502,
United Kingdom,chd,1993,Female,269.0117,
United Kingdom,chd,1994,Female,246.69054655258023,
United Kingdom,chd,1995,Female,238.33966634588026,
United Kingdom,chd,1996,Female,230.37334184130884,
United Kingdom,chd,1997,Female,218.31341321628005,
United Kingdom,chd,1998,Female,212.20522090780838,
United Kingdom,chd,1999,Female,199.96053505530483,
United Kingdom,chd,2000,Female,186.2879045929651,
United Kingdom,chd,2001,Female,181.31879598168925,
United Kingdom,chd,2002,Female,175.04829908455756,
United Kingdom,chd,2003,Female,169.27003838332095,
United Kingdom,chd,2004,Female,154.7388959888001,
United Kingdom,chd,2005,Female,144.78065656321039,
United Kingdom,chd,2006,Female,133.53832597973513,
United Kingdom,chd,2007,Female,126.29340025183579,
United Kingdom,chd,2008,Female,120.63780043754775,
United Kingdom,chd,2009,Female,109.19337341181428,
United Kingdom,chd,2010,Female,102.81724931281727,
United Kingdom,chd,2011,Female,91.82622152792543,
United Kingdom,chd,2012,Female,90.00724935501607,
United Kingdom,chd,2013,Female,86.5422892682179,
United Kingdom,chd,2014,Female,78.75515551574628,
United Kingdom,chd,2015,Female,78.27738187581338,
United Kingdom,chd,2016,Female,71.65635275259416,
United Kingdom,chd,2017,Female,69.77209718310294,
United Kingdom,chd,2018,Female,64.71829637956138,
United Kingdom,chd,2019,Female,62.72561264568675,
United Kingdom,stroke,1969,Male,317.5245,
United Kingdom,stroke,1971,Male,308.1818,
United Kingdom,stroke,1973,Male,303.6414,
United Kingdom,stroke,1975,Male,279.3433,
United Kingdom,stroke,1977,Male,252.5966,
United Kingdom,stroke,1979,Male,254.0756,
United Kingdom,stroke,1981,Male,229.0026,
United Kingdom,stroke,1983,Male,213.0014,
United Kingdom,stroke,1985,Male,223.5465,
United Kingdom,stroke,1987,Male,202.9949,
United Kingdom,stroke,1989,Male,195.4095,
United Kingdom,stroke,1991,Male,192.0898,
United Kingdom,stroke,1993,Male,167.255,
United Kingdom,stroke,1994,Male,156.80554293043204,
United Kingdom,stroke,1995,Male,156.48719518177884,
United Kingdom,stroke,1996,Male,155.02409705667273,
United Kingdom,stroke,1997,Male,149.32619237938866,
United Kingdom,stroke,1998,Male,144.96033985896725,
United Kingdom,stroke,1999,Male,138.98085614695333,
United Kingdom,stroke,2000,Male,129.4132869377492,
United Kingdom,stroke,2001,Male,147.19436383512303,
United Kingdom,stroke,2002,Male,147.70633108412943,
United Kingdom,stroke,2003,Male,141.9013440145995,
United Kingdom,stroke,2004,Male,128.46352288197176,
United Kingdom,stroke,2005,Male,119.57843768205956,
United Kingdom,stroke,2006,Male,114.18212736501623,
United Kingdom,stroke,2007,Male,106.85510878314683,
United Kingdom,stroke,2008,Male,105.15095229300398,
United Kingdom,stroke,2009,Male,95.99879044306795,
United Kingdom,stroke,2010,Male,93.99030624230599,
United Kingdom,stroke,2011,Male,77.80649328227801,
United Kingdom,stroke,2012,Male,74.01428341428368,
United Kingdom,stroke,2013,Male,72.08267970958103,
United Kingdom,stroke,2014,Male,69.80645817256307,
United Kingdom,stroke,2015,Male,69.46962791370807,
United Kingdom,stroke,2016,Male,65.17466209654435,
United Kingdom,stroke,2017,Male,61.499910034728906,
United Kingdom,stroke,2018,Male,59.60133868387434,
United Kingdom,stroke,2019,Male,56.03875279644691,
United Kingdom,stroke,1969,Female,289.6281,
United Kingdom,stroke,1971,Female,277.347,
United Kingdom,stroke,1973,Female,272.7011,
United Kingdom,stroke,1975,Female,254.7531,
United Kingdom,stroke,1977,Female,235.6586,
United Kingdom,stroke,1979,Female,232.098,
United Kingdom,stroke,1981,Female,210.339,
United Kingdom,stroke,1983,Female,198.8023,
United Kingdom,stroke,1985,Female,203.6966,
United Kingdom,stroke,1987,Female,188.6016,
United Kingdom,stroke,1989,Female,179.3504,
United Kingdom,stroke,1991,Female,173.9826,
United Kingdom,stroke,1993,Female,155.735,
United Kingdom,stroke,1994,Female,147.778469551148,
United Kingdom,stroke,1995,Female,147.3020896485905,
United Kingdom,stroke,1996,Female,145.04521143081956,
United Kingdom,stroke,1997,Female,138.64465912367638,
United Kingdom,stroke,1998,Female,137.10793675716567,
United Kingdom,stroke,1999,Female,134.0335129393689,
United Kingdom,stroke,2000,Female,124.43541696177907,
United Kingdom,stroke,2001,Female,135.4305174028227,
United Kingdom,stroke,2002,Female,135.35160738713014,
United Kingdom,stroke,2003,Female,131.9640777728145,
United Kingdom,stroke,2004,Female,120.47187311721902,
United Kingdom,stroke,2005,Female,113.52721913307376,
United Kingdom,stroke,2006,Female,105.87856808634996,
United Kingdom,stroke,2007,Female,101.55935174980549,
United Kingdom,stroke,2008,Female,100.48613615571868,
United Kingdom,stroke,2009,Female,92.35064189068272,
United Kingdom,stroke,2010,Female,89.14139495309301,
United Kingdom,stroke,2011,Female,73.43331873798431,
United Kingdom,stroke,2012,Female,72.06550815866265,
United Kingdom,stroke,2013,Female,68.00347235872671,
United Kingdom,stroke,2014,Female,63.97862798672266,
United Kingdom,stroke,2015,Female,65.1566741688649,
United Kingdom,stroke,2016,Female,59.35647852766413,
United Kingdom,stroke,2017,Female,56.85489256123886,
United Kingdom,stroke,2018,Female,54.98369346155707,
United Kingdom,stroke,2019,Female,51.043949401002095,
Wales,all_cvd,1969,Male,1476.417,
Wales,all_cvd,1971,Male,1371.791,
Wales,all_cvd,1973,Male,1363.144,
Wales,all_cvd,1975,Male,1316.514,
Wales,all_cvd,1977,Male,1240.112,
Wales,all_cvd,1979,Male,1228.97,
Wales,all_cvd,1981,Male,1136.534,
Wales,all_cvd,1983,Male,1127.466,
Wales,all_cvd,1985,Male,1083.121,
Wales,all_cvd,1987,Male,973.0492,
Wales,all_cvd,1989,Male,929.1026,
Wales,all_cvd,1991,Male,878.2542,
Wales,all_cvd,1993,Male,855.0098,
Wales,all_cvd,1994,Male,784.1753390123906,
Wales,all_cvd,1995,Male,798.7051660319908,
Wales,all_cvd,1996,Male,772.7672666123965,
Wales,all_cvd,1997,Male,740.5906417972542,
Wales,all_cvd,1998,Male,704.7485804168435,
Wales,all_cvd,1999,Male,697.0788257345394,
Wales,all_cvd,2000,Male,646.9186548646392,
Wales,all_cvd,2001,Male,666.6870911941181,
Wales,all_cvd,2002,Male,638.54693280971,
Wales,all_cvd,2003,Male,645.8397923102872,
Wales,all_cvd,2004,Male,559.7604744991125,
Wales,all_cvd,2005,Male,558.113086051941,
Wales,all_cvd,2006,Male,510.14896327077105,
Wales,all_cvd,2007,Male,495.8809964338804,
Wales,all_cvd,2008,Male,487.58902027602164,
Wales,all_cvd,2009,Male,446.8832504442827,
Wales,all_cvd,2010,Male,444.8998561232072,
Wales,all_cvd,2011,Male,442.0315278259612,
Wales,all_cvd,2012,Male,448.18979175563743,
Wales,all_cvd,2013,Male,404.2620856356673,
Wales,all_cvd,2014,Male,370.7851930077387,
Wales,all_cvd,2015,Male,371.0564274452485,
Wales,all_cvd,2016,Male,360.10232808598624,
Wales,all_cvd,2017,Male,351.6021259123245,
Wales,all_cvd,2018,Male,352.95989181566824,
Wales,all_cvd,2019,Male,334.65596790614165,
Wales,all_cvd,1969,Female,985.1595,
Wales,all_cvd,1971,Female,914.2638,
Wales,all_cvd,1973,Female,913.3247,
Wales,all_cvd,1975,Female,864.3564,
Wales,all_cvd,1977,Female,822.7763,
Wales,all_cvd,1979,Female,796.6865,
Wales,all_cvd,1981,Female,736.5446,
Wales,all_cvd,1983,Female,701.0422,
Wales,all_cvd,1985,Female,687.5814,
Wales,all_cvd,1987,Female,617.6284,
Wales,all_cvd,1989,Female,607.6109,
Wales,all_cvd,1991,Female,563.0481,
Wales,all_cvd,1993,Female,568.3716,
Wales,all_cvd,1994,Female,521.7396591900174,
Wales,all_cvd,1995,Female,525.007589722796,
Wales,all_cvd,1996,Female,514.6074591305004,
Wales,all_cvd,1997,Female,485.8880324868594,
Wales,all_cvd,1998,Female,469.18328502351363,
Wales,all_cvd,1999,Female,464.28617585206837,
Wales,all_cvd,2000,Female,436.8565341385138,
Wales,all_cvd,2001,Female,452.57361735411735,
Wales,all_cvd,2002,Female,445.33563139908495,
Wales,all_cvd,2003,Female,428.8963349902928,
Wales,all_cvd,2004,Female,397.7116180187905,
Wales,all_cvd,2005,Female,384.5868586961601,
Wales,all_cvd,2006,Female,351.68884237105516,
Wales,all_cvd,2007,Female,348.66764533922293,
Wales,all_cvd,2008,Female,334.9550447068834,
Wales,all_cvd,2009,Female,315.4129038672314,
Wales,all_cvd,2010,Female,302.5931275826069,
Wales,all_cvd,2011,Female,277.8780625829228,
Wales,all_cvd,2012,Female,276.6600115641694,
Wales,all_cvd,2013,Female,265.24576614340657,
Wales,all_cvd,2014,Female,250.3971574858196,
Wales,all_cvd,2015,Female,259.31312721067167,
Wales,all_cvd,2016,Female,245.1424110776246,
Wales,all_cvd,2017,Female,231.41982265163432,
Wales,all_cvd,2018,Female,232.49267307761124,
Wales,all_cvd,2019,Female,222.554039367656,
Wales,chd,1969,Male,,
Wales,chd,1971,Male,724.0057,
Wales,chd,1973,Male,738.5511,
Wales,chd,1975,Male,748.1011,
Wales,chd,1977,Male,727.9383,
Wales,chd,1979,Male,693.3046,
Wales,chd,1981,Male,663.8902,
Wales,chd,1983,Male,674.6292,
Wales,chd,1985,Male,676.3724,
Wales,chd,1987,Male,614.9567,
Wales,chd,1989,Male,587.4113,
Wales,chd,1991,Male,563.4035,
Wales,chd,1993,Male,547.5211,
Wales,chd,1994,Male,490.37773449278615,
Wales,chd,1995,Male,489.16003918121027,
Wales,chd,1996,Male,465.06054132132084,
Wales,chd,1997,Male,446.64089589418575,
Wales,chd,1998,Male,418.2366758402768,
Wales,chd,1999,Male,417.8695669189781,
Wales,chd,2000,Male,388.7278101242355,
Wales,chd,2001,Male,377.7455852082476,
Wales,chd,2002,Male,360.2101123276496,
Wales,chd,2003,Male,357.4153878079027,
Wales,chd,2004,Male,312.38217690654403,
Wales,chd,2005,Male,315.22487751383414,
Wales,chd,2006,Male,274.55865869913623,
Wales,chd,2007,Male,265.4458576241556,
Wales,chd,2008,Male,259.9239864951526,
Wales,chd,2009,Male,233.58970667893243,
Wales,chd,2010,Male,227.47445088497585,
Wales,chd,2011,Male,210.40694929953557,
Wales,chd,2012,Male,206.06666635697982,
Wales,chd,2013,Male,203.82369388766793,
Wales,chd,2014,Male,180.76945460705903,
Wales,chd,2015,Male,182.30880783883077,
Wales,chd,2016,Male,175.13625766634817,
Wales,chd,2017,Male,169.45244285202253,
Wales,chd,2018,Male,167.79423042531772,
Wales,chd,2019,Male,158.59177055132602,
Wales,chd,1969,Female,,
Wales,chd,1971,Female,362.7181,
Wales,chd,1973,Female,366.8949,
Wales,chd,1975,Female,362.7039,
Wales,chd,1977,Female,348.5774,
Wales,chd,1979,Female,322.7813,
Wales,chd,1981,Female,318.8551,
Wales,chd,1983,Female,314.5013,
Wales,chd,1985,Female,328.3787,
Wales,chd,1987,Female,303.6525,
Wales,chd,1989,Female,302.6575,
Wales,chd,1991,Female,290.6733,
Wales,chd,1993,Female,290.5532,
Wales,chd,1994,Female,254.0992823776377,
Wales,chd,1995,Female,252.05726011552957,
Wales,chd,1996,Female,246.4815598566941,
Wales,chd,1997,Female,224.56837886941904,
Wales,chd,1998,Female,216.74833394903845,
Wales,chd,1999,Female,212.12083229466003,
Wales,chd,2000,Female,205.08636506167397,
Wales,chd,2001,Female,201.24366051344,
Wales,chd,2002,Female,194.62801023123524,
Wales,chd,2003,Female,187.3051298340672,
Wales,chd,2004,Female,171.60553304542185,
Wales,chd,2005,Female,163.74456325856048,
Wales,chd,2006,Female,148.110002367821,
Wales,chd,2007,Female,143.2396322787592,
Wales,chd,2008,Female,131.14282333195624,
Wales,chd,2009,Female,121.71976455345875,
Wales,chd,2010,Female,114.90139697613414,
Wales,chd,2011,Female,102.12706617988276,
Wales,chd,2012,Female,97.869807249422,
Wales,chd,2013,Female,96.96622395224088,
Wales,chd,2014,Female,85.10031527407304,
Wales,chd,2015,Female,88.0716532815689,
Wales,chd,2016,Female,79.15071817872979,
Wales,chd,2017,Female,76.65148125769765,
Wales,chd,2018,Female,71.50649198241037,
Wales,chd,2019,Female,68.68155121081615,
Wales,stroke,1969,Male,344.1124,
Wales,stroke,1971,Male,322.3739,
Wales,stroke,1973,Male,333.0768,
Wales,stroke,1975,Male,298.2574,
Wales,stroke,1977,Male,266.5898,
Wales,stroke,1979,Male,274.1192,
Wales,stroke,1981,Male,245.2106,
Wales,stroke,1983,Male,228.0592,
Wales,stroke,1985,Male,227.531,
Wales,stroke,1987,Male,209.463,
Wales,stroke,1989,Male,193.8125,
Wales,stroke,1991,Male,194.2302,
Wales,stroke,1993,Male,161.4976,
Wales,stroke,1994,Male,152.8311043423343,
Wales,stroke,1995,Male,164.5553356807569,
Wales,stroke,1996,Male,158.48475975601107,
Wales,stroke,1997,Male,152.5551121624025,
Wales,stroke,1998,Male,146.71905698674183,
Wales,stroke,1999,Male,140.8560763743536,
Wales,stroke,2000,Male,130.3139850809851,
Wales,stroke,2001,Male,151.9469920485203,
Wales,stroke,2002,Male,147.76110518372482,
Wales,stroke,2003,Male,155.8709171229886,
Wales,stroke,2004,Male,124.17502916592832,
Wales,stroke,2005,Male,122.3645657435,
Wales,stroke,2006,Male,121.77145287577984,
Wales,stroke,2007,Male,112.9060797277545,
Wales,stroke,2008,Male,105.66719988739897,
Wales,stroke,2009,Male,99.76560533187741,
Wales,stroke,2010,Male,100.60362447623828,
Wales,stroke,2011,Male,77.04722475202156,
Wales,stroke,2012,Male,79.97479553795807,
Wales,stroke,2013,Male,81.6226524336065,
Wales,stroke,2014,Male,78.8362190169325,
Wales,stroke,2015,Male,68.28434219646442,
Wales,stroke,2016,Male,65.92137721037338,
Wales,stroke,2017,Male,59.704423705953545,
Wales,stroke,2018,Male,65.9892462963745,
Wales,stroke,2019,Male,58.68888808300689,
Wales,stroke,1969,Female,329.8289,
Wales,stroke,1971,Female,298.8091,
Wales,stroke,1973,Female,290.1854,
Wales,stroke,1975,Female,274.492,
Wales,stroke,1977,Female,271.7228,
Wales,stroke,1979,Female,256.497,
Wales,stroke,1981,Female,233.4968,
Wales,stroke,1983,Female,213.95,
Wales,stroke,1985,Female,220.0286,
Wales,stroke,1987,Female,198.8974,
Wales,stroke,1989,Female,187.0358,
Wales,stroke,1991,Female,174.902,
Wales,stroke,1993,Female,156.2177,
Wales,stroke,1994,Female,151.716600597816,
Wales,stroke,1995,Female,152.95795933066617,
Wales,stroke,1996,Female,152.8903961667016,
Wales,stroke,1997,Female,141.64366041162805,
Wales,stroke,1998,Female,141.5417706565027,
Wales,stroke,1999,Female,136.07875042883464,
Wales,stroke,2000,Female,127.39718001860697,
Wales,stroke,2001,Female,142.80809148308526,
Wales,stroke,2002,Female,145.05906659183938,
Wales,stroke,2003,Female,136.74624115168962,
Wales,stroke,2004,Female,126.70128661828475,
Wales,stroke,2005,Female,115.40977380106962,
Wales,stroke,2006,Female,108.78556564393729,
Wales,stroke,2007,Female,105.35234736339294,
Wales,stroke,2008,Female,108.41318681119638,
Wales,stroke,2009,Female,101.30650755997777,
Wales,stroke,2010,Female,94.81461619773921,
Wales,stroke,2011,Female,75.07451873262302,
Wales,stroke,2012,Female,74.17830701968958,
Wales,stroke,2013,Female,70.78054728653323,
Wales,stroke,2014,Female,71.36468837010463,
Wales,stroke,2015,Female,70.27251158828933,
Wales,stroke,2016,Female,65.61578389386762,
Wales,stroke,2017,Female,58.30449978201004,
Wales,stroke,2018,Female,60.291605679508784,
Wales,stroke,2019,Female,55.37727967496355,
